ticker,datetime,open_price,close_price,high_price,low_price,volume,Date,MA_10,MA_20,RSI,Upper_Band,Lower_Band,EMA_12,EMA_26,MACD,Signal_Line,L14,H14,%K,%D,TR,+DM,-DM,ATR,+DI,-DI,DX,ADX,ADX_Signal,MA_Signal,RSI_Signal,Bollinger_Signal,MACD_Signal,Stochastic_Signal
SPY,2020-01-16 00:00:00,307.6425027910371,308.7808837890625,308.7808837890625,307.40922822976876,54050300,2020-01-16,304.1993408203125,304.10263616388494,69.3052671126371,308.9743518340969,299.23092049367295,304.87061351337655,303.9789407242598,0.8916727891167398,0.29938324160679897,300.8402099609375,308.7808837890625,100.0,96.99229181302776,1.3716555592937425,1.772934848893101,0.0,1.9679898935098405,32.19797048948774,10.732446481983686,50.00073496087529,48.34401275466638,Buy,Buy,Hold,Hold,Buy,Sell
SPY,2020-01-17 00:00:00,309.5086993156588,309.7419738769531,309.9565682487688,308.7155601120784,95846000,2020-01-17,305.0895172119141,304.5725809733073,71.19847707981621,310.2450339070011,298.90012803961355,305.62005356931144,304.4058320689038,1.214221500407632,0.48235089336696557,300.8402099609375,309.7419738769531,100.0,100.0,1.241008136690425,1.1756844597063036,0.0,1.9074080804415559,35.58871940700532,10.15054629557763,55.615613238826356,49.00506734413546,Buy,Buy,Sell,Hold,Buy,Sell
SPY,2020-01-21 00:00:00,308.76217292836657,309.1354064941406,309.956537424381,308.68753760557007,77742400,2020-01-21,305.8042694091797,304.92356755183295,68.53078567469848,310.9153361415809,298.931798962085,306.16087709620825,304.75617091521764,1.4047061809906154,0.6668219508916956,300.8402099609375,309.7419738769531,93.18598663663509,97.7286622122117,1.2689998188109257,0.0,0.028022506508307288,1.858299752623815,33.71926533644613,9.733341484696961,55.20019535416719,49.52132801163811,Buy,Buy,Hold,Hold,Buy,Sell
SPY,2020-01-22 00:00:00,310.0124815095044,309.1726989746094,310.6750016158714,309.0140882554284,48914900,2020-01-22,306.60765686035154,305.2270769391741,68.60311155246607,311.4156355901149,299.03851828823326,306.62423430827,305.08332114183924,1.5409131664307552,0.8416401939995075,300.8402099609375,309.7419738769531,93.60492024148677,95.59696895937395,1.6609133604429758,0.7184641914903978,0.0,1.844200724610898,34.33283508496364,9.107199659292279,58.070016688941415,50.178919448353746,Buy,Buy,Hold,Hold,Buy,Sell
SPY,2020-01-23 00:00:00,308.51023968648275,309.5273132324219,309.94721878183583,307.37185882733985,51963000,2020-01-23,307.2860168457031,305.513759358724,69.27460262535982,311.8772392940383,299.15027942340964,307.0708618350626,305.4125057411417,1.6583560939209292,1.004983373983792,300.8402099609375,309.7419738769531,97.58856057567374,94.79315581793186,2.5753599544959798,0.0,1.6422294280885694,1.8708602622079493,33.84359624321245,15.247378432107025,37.88113382164051,49.3005061893028,Buy,Buy,Hold,Hold,Buy,Sell
SPY,2020-01-24 00:00:00,310.1991716860482,306.7746887207031,310.2831471079693,305.45901682547833,87578400,2020-01-24,307.4838409423828,305.59256744384766,67.41548883304466,311.7725165381887,299.4126183495066,307.02529674054574,305.51340818407215,1.5118885564735933,1.1063644104817523,301.1388244628906,309.7419738769531,65.50931509570498,85.56759863762181,4.824130282490955,0.33592832613345536,1.9128420018615202,2.0461497447879213,32.11696873742647,15.960821065660516,33.60418134431087,44.55794771389644,Buy,Buy,Hold,Hold,Buy,Hold
SPY,2020-01-27 00:00:00,301.41877293824814,301.8573303222656,303.3689451637164,301.073531088769,84062500,2020-01-27,307.2776336669922,305.37284761316636,49.686282677054486,311.62485591488354,299.1208393114492,306.2302249838873,305.24258760171614,0.9876373821711582,1.0826190048196334,301.1388244628906,309.7419738769531,8.351660825517545,57.14984549896542,2.2954140749473595,0.0,4.385485736709313,1.9854961404861544,32.796153109159384,29.74096437002182,4.885400642513855,38.33261618713237,Buy,Buy,Hold,Hold,Sell,Buy
SPY,2020-01-28 00:00:00,303.3128916814478,305.0204772949219,305.91624357319716,301.95057631383594,63834000,2020-01-28,307.17873229980466,305.353271484375,58.3939592319429,311.4208846019305,299.2856583668195,306.0441099548157,305.22613498639805,0.8179749684176727,1.0296901975392412,301.8573303222656,309.7419738769531,40.117818271895466,37.992931397705995,3.9656672593612257,2.5472984094807885,0.0,2.1821120250872235,38.17935243578858,27.061200017287923,17.041781530739268,32.975597580955835,Buy,Buy,Hold,Hold,Sell,Hold
SPY,2020-01-29 00:00:00,306.4107554033137,304.76849365234375,306.644029925854,304.56321093347253,53888900,2020-01-29,307.1012756347656,305.32249370374177,54.650647675657495,311.22525510954745,299.4197322979361,305.84786129289694,305.1922356283199,0.6556256645770304,0.9548772909467991,301.8573303222656,309.7419738769531,36.92193958910684,28.463806228839953,2.0808189923814666,0.7277863526568353,0.0,2.1234618354511303,34.65138165941134,27.808632575903697,10.955407499152853,33.504366829189884,Buy,Buy,Hold,Hold,Sell,Hold
SPY,2020-01-30 00:00:00,302.6597061450297,305.7575988769531,305.9722217055266,301.8945872939032,75491800,2020-01-30,307.0536865234375,305.34424896240233,52.32104140658278,311.0928692206369,299.5956287041678,305.8339747673671,305.2341143874779,0.5998603798892077,0.8838739087352808,301.8573303222656,309.7419738769531,49.46664395968479,42.1688006068957,4.0776344116233645,0.0,2.6686236395693186,2.3340736468472665,28.812085082182726,33.466025162496116,7.472834455041981,32.583570696879896,Sell,Buy,Hold,Hold,Sell,Hold
SPY,2020-01-31 00:00:00,305.12301259413255,300.2055969238281,305.2816517661563,299.27249902598675,113845600,2020-01-31,306.19615783691404,305.19774932861327,42.683633617745805,311.320525468607,299.07497318861954,304.96807048374575,304.8616316123928,0.10643887135296382,0.7283869012588176,300.2055969238281,309.7419738769531,0.0,28.796194516263878,6.009152740169554,0.0,2.6220882679164674,2.612671518080288,23.87736778141052,36.24995523573735,20.577312997617174,32.383044422277614,Sell,Buy,Hold,Hold,Sell,Buy
SPY,2020-02-03 00:00:00,301.717285191268,302.4357604980469,304.3392886512016,301.5959778785622,69083000,2020-02-03,305.4655364990234,305.27752685546875,42.998232577495145,311.1995283889257,299.3555253220118,304.5784843320998,304.6819374557746,-0.10345312367479664,0.5620188962720948,300.2055969238281,309.7419738769531,23.38585801694785,24.284167325544214,2.743310772639404,0.0,0.0,2.672658047688953,22.09475895241616,35.43634235512899,23.19021033752242,31.978304686722453,Sell,Buy,Hold,Hold,Sell,Hold
SPY,2020-02-04 00:00:00,306.1214691387075,307.04522705078125,307.9316815453206,305.7948791419882,62573200,2020-02-04,305.2565185546875,305.53039398193357,52.53203430023508,311.2906419095803,299.77014605428684,304.95798321189693,304.85699594429354,0.1009872676033865,0.4698125705383532,300.2055969238281,309.7419738769531,71.72147410460562,31.702444040517822,2.1368024033324104,3.592392894118973,0.0,2.7066500841796954,29.67207398691541,34.99130756859542,8.226036829072518,30.066754891805243,Sell,Sell,Hold,Hold,Sell,Hold
SPY,2020-02-05 00:00:00,310.0405094487718,310.5910339355469,310.8056567595692,308.54757520201,65951100,2020-02-05,305.3983520507812,306.0030044555664,56.7000760156536,311.79708760081166,300.2089213103211,305.82460640015074,305.2817394992012,0.5428669009495479,0.4844234366205922,300.2055969238281,310.5910339355469,100.0,65.03577737385116,2.258081557559194,2.873975214248617,0.0,2.750639237445642,35.69161178873605,34.43171473989709,1.796687509290522,27.465539086408018,Buy,Sell,Hold,Hold,Buy,Sell
SPY,2020-02-06 00:00:00,311.5708152095131,311.6361389160156,311.83208155962666,310.5350614272047,50359700,2020-02-06,305.60923461914064,306.4476257324219,54.60282601444591,312.5454184569209,300.3498330079229,306.7186883256684,305.75243575229854,0.966252573369843,0.5807892639704424,300.2055969238281,311.6361389160156,100.0,90.5738247015352,1.2970201324219488,1.0264248000574412,0.0,2.7453081355262277,33.818620211620825,34.49857753688633,0.9952945197907554,23.965150483473405,Hold,Sell,Hold,Hold,Buy,Sell
SPY,2020-02-07 00:00:00,310.5537971779112,309.97528076171875,311.6455062921062,309.41541606105136,64139400,2020-02-07,305.9292938232422,306.7065673828125,50.36780518689506,312.94729199070485,300.4658427749202,307.21970254659925,306.0652390863297,1.1544634602695396,0.6955241032302619,300.2055969238281,311.6361389160156,85.46999647582739,95.15666549194246,2.2300902310548167,0.0,1.1196453661533496,2.8159568565522557,29.98795484454469,36.47310584258798,9.75782049066644,20.689593858604837,Hold,Sell,Hold,Hold,Buy,Sell
SPY,2020-02-10 00:00:00,309.0701650577335,312.2893371582031,312.3546608744543,309.03283315188986,42070000,2020-02-10,306.9724945068359,307.12506408691405,54.71812158973872,313.6928130550606,300.5573151187675,307.9996463329999,306.52628338794995,1.473362945049928,0.8510918715941952,300.2055969238281,312.2893371582031,100.0,95.15666549194246,3.3218277225644215,0.7091545823481056,0.3825829091614992,2.9625874211060768,30.213514137912473,35.52275488382602,8.07657754984211,17.323621158295907,Hold,Sell,Hold,Hold,Buy,Sell
SPY,2020-02-11 00:00:00,313.67028803907414,312.83050537109375,314.4727388065519,312.2892924794442,54864500,2020-02-11,307.7534973144531,307.4661148071289,55.39062816228688,314.4829973943199,300.4492322199379,308.74285541578354,306.9932627941088,1.7495926216747648,1.030792021610309,300.2055969238281,312.83050537109375,100.0,95.15666549194246,2.1834463271076743,2.1180779320976058,0.0,2.9999112044392695,33.17012109874325,35.08079393354188,2.7994831042115824,13.375725902243774,Hold,Buy,Hold,Hold,Buy,Sell
SPY,2020-02-12 00:00:00,314.2954553020203,314.84600830078125,315.06060266297544,313.92222171586326,43992700,2020-02-12,308.76124877929686,307.93126220703124,57.472523043598684,315.61325061710727,300.2492737969552,309.6818020134755,307.57494764645486,2.106854367020617,1.2460044906923706,300.2055969238281,314.84600830078125,100.0,100.0,1.1383809471121822,0.587863856423553,0.0,2.8972698467689986,35.794541401886335,32.27488688549497,5.170683234670028,11.039265146031598,Hold,Buy,Hold,Hold,Buy,Sell
SPY,2020-02-13 00:00:00,313.3903111836142,314.5100402832031,315.49912198161934,313.1103931466639,54501900,2020-02-13,309.63649291992186,308.3450897216797,61.659567421363974,316.51801446284236,300.17216498051704,310.42460790112585,308.0886582121399,2.335949688985977,1.4639935303510918,300.2055969238281,314.84600830078125,97.70520097470072,99.23506699156691,2.3887288349554296,0.43851931864389826,0.8118285691993492,2.723312600516461,38.35007346069985,31.448712462575944,9.887508653388357,9.34521709667999,Hold,Buy,Hold,Hold,Buy,Sell
SPY,2020-02-14 00:00:00,314.9299711153716,315.0139465332031,315.1352538509251,313.7076147959972,64582200,2020-02-14,311.11732788085936,308.65674285888673,72.87451583806441,317.3579285078257,299.95555720994776,311.1306599983685,308.60164253221865,2.5290174661498668,1.6769983175108467,300.2055969238281,315.0139465332031,100.0,99.23506699156691,1.4276390549279085,0.0,0.0,2.6613286705150716,39.24326951546452,20.410773536470742,31.569521553799905,11.251225733200423,Hold,Buy,Sell,Hold,Buy,Sell
SPY,2020-02-18 00:00:00,313.99686570668155,314.2021484375,315.0792629713701,312.7838210333379,57226200,2020-02-18,312.29396667480466,308.87975158691404,67.38499088756399,317.9200664320997,299.8394367417284,311.60319668131183,309.0164948214988,2.586701859813047,1.8589390259712868,300.2055969238281,315.0139465332031,94.51797048883027,97.407723821177,2.2954419380321838,0.0,0.9237937626592725,2.5420268618487114,33.92735574178216,23.964461033206458,17.2095043195812,11.263205932403418,Hold,Buy,Hold,Hold,Buy,Sell
SPY,2020-02-19 00:00:00,315.1911532393215,315.704345703125,316.39482904916355,314.9018951632303,48814700,2020-02-19,313.1598785400391,309.2081985473633,69.77042111163586,318.75097555329285,299.6654215414337,312.2341426846677,309.5118911831007,2.722251501566973,2.031601521090424,300.2055969238281,315.704345703125,100.0,98.17265682961009,1.4929338859332688,1.3155660777934486,0.0,2.500035068530983,36.1765630385217,24.36697966478248,19.50593382288927,11.873957812670303,Hold,Buy,Hold,Hold,Buy,Sell
SPY,2020-02-20 00:00:00,315.1445672381714,314.4074401855469,315.98437837299343,311.35619094105846,74163400,2020-02-20,313.54151916503906,309.46993560791014,65.46552969703848,319.2916895974082,299.6481816184121,312.56849614634143,309.8745244425412,2.69397170380023,2.164075557632385,300.2055969238281,315.704345703125,91.63219214630718,95.38338754504582,4.628187431934975,0.0,3.545704222171821,2.5393602842675267,35.61632306197701,26.45672825422643,14.75615361824428,12.394194895756183,Hold,Buy,Hold,Hold,Buy,Sell
SPY,2020-02-21 00:00:00,313.026473116592,311.16961669921875,313.34372310656187,310.32980548799975,113788200,2020-02-21,313.4948669433594,309.55205078125,71.37175306327131,319.40324157093363,299.70085999156635,312.3532839237072,309.9704572022951,2.382826721412073,2.207825790388323,302.4357604980469,315.704345703125,65.82356797037616,85.81858670556112,3.013917618562118,0.0,1.0263854530587082,2.325414918438424,38.89313495759312,23.989391006796502,23.70093077882496,12.617310451556738,Hold,Buy,Sell,Hold,Buy,Hold
SPY,2020-02-24 00:00:00,301.5213802145149,300.84954833984375,311.24424796984437,299.74847077031416,161088400,2020-02-24,312.58229370117186,309.255793762207,47.64940354355457,319.79127520831116,298.7203123161029,310.58347844926664,309.294834323595,1.288644125671624,2.023989457444983,300.84954833984375,315.704345703125,0.0,52.48525337222778,11.49577719953021,0.0,10.581334717685593,2.9505910917877674,30.65239250092993,44.52201132385476,18.44992193786055,12.278718423009463,Hold,Buy,Hold,Hold,Sell,Buy
SPY,2020-02-25 00:00:00,302.26777798924127,291.73309326171875,302.892937722579,290.837327126545,218913200,2020-02-25,310.52666931152345,308.7495819091797,29.98289313475327,321.51809183284064,295.9810719855188,307.68341918964387,307.9939646153079,-0.3105454256640314,1.5570824808231802,291.73309326171875,315.704345703125,0.0,21.94118932345872,12.055610596034,0.0,8.911143643769151,3.6590773912664525,17.704661608454515,53.29684375985951,50.128771167278366,15.271770875738452,Hold,Buy,Buy,Buy,Sell,Buy
SPY,2020-02-26 00:00:00,293.1607916075168,290.66009521484375,296.8278607739252,289.91362803001226,194773800,2020-02-26,308.30962829589845,308.0315628051758,22.143893594388317,323.09233650377274,292.9707891065788,305.06444627044385,306.7099742893476,-1.6455280189037467,0.9165603808777949,290.66009521484375,315.704345703125,0.0,0.0,6.914232743912919,0.0,0.9236990965327436,3.991659618863147,11.086699981856894,50.509097961239355,64.00176521100005,19.714990711574846,Hold,Buy,Buy,Buy,Sell,Buy
SPY,2020-02-27 00:00:00,285.0241306947798,277.60601806640625,290.7160346610087,277.60601806640625,284353500,2020-02-27,304.58562927246095,306.6734390258789,14.39155845109687,326.9639809981406,286.3828970536172,300.8400727005919,304.5541256802408,-3.7140529796488977,-0.009562291227543596,277.60601806640625,315.704345703125,0.0,0.0,13.110016594602428,0.0,12.307609963606012,4.8354450804474665,7.635848674744156,59.87590007543474,77.37920046183393,25.17098399314936,Sell,Sell,Buy,Buy,Sell,Buy
SPY,2020-02-28 00:00:00,269.38544701934626,276.4396667480469,277.9606212871318,266.4368534512599,384975800,2020-02-28,300.7785919189453,305.2075424194336,14.542051852927415,329.5985205186027,280.8165643202645,297.08616409250806,302.471573166745,-5.385409074236918,-1.0847316478294187,276.4396667480469,315.704345703125,0.0,0.0,11.523767835871922,0.0,11.169164615146371,5.49927919507726,6.714102994149619,65.70113900209046,81.4566579933594,30.292329529055998,Sell,Sell,Buy,Buy,Sell,Buy
SPY,2020-03-02 00:00:00,278.25923250544423,288.4113464355469,288.4766701499262,274.76011392526544,238703600,2020-03-02,298.1183319091797,304.61782989501955,29.03486320735506,330.0654298586654,279.1702299313737,295.7515767606679,301.43007489035995,-5.678498129692059,-2.0034849442019467,276.4396667480469,315.704345703125,30.48969202370543,10.163230674568476,13.716556224660735,10.516048862794378,0.0,6.241759802369854,17.138110910491722,57.44792864433723,54.044722007545865,33.57576841889198,Sell,Sell,Buy,Hold,Sell,Hold
SPY,2020-03-03 00:00:00,288.7939108464664,280.1534118652344,292.84355386901495,277.6620554629169,300139100,2020-03-03,294.7134582519531,303.5037124633789,24.73303352354219,331.2048536263611,275.8025713003967,293.35185908444737,299.8540257773877,-6.502166692940307,-2.9032212939496187,276.4396667480469,315.704345703125,9.458233751092976,13.315975258266135,15.181498406098058,4.366883719088776,0.0,7.1701920937263095,17.159215351541757,50.00928385940715,48.906956227645786,36.86915935628014,Sell,Sell,Buy,Hold,Sell,Buy
SPY,2020-03-04 00:00:00,285.6400046519993,291.9290771484375,292.1530400708145,283.03665280807445,176613400,2020-03-04,292.3359313964844,302.7479049682617,34.60376755019027,330.86395305820895,274.63185687831447,293.13296955583047,299.2669925456136,-6.134022989783148,-3.5493816331163246,276.4396667480469,315.704345703125,39.448712717380744,26.465546164059717,9.116387262740034,0.0,0.0,7.740049687699728,15.353369486909097,46.32737336447273,50.21665181983087,40.08672854093449,Sell,Sell,Hold,Hold,Sell,Hold
SPY,2020-03-05 00:00:00,284.57627903687177,282.224853515625,287.83278241085185,279.9387801738403,186366800,2020-03-05,289.1176727294922,301.3295959472656,30.734942176837308,330.6172140254027,272.0419778691285,291.4547978573373,298.00461187672556,-6.549814019388236,-4.149468110370707,276.4396667480469,315.704345703125,14.733819100359467,21.213588522944395,7.894002237011534,0.0,3.097872634234136,8.133283502132306,14.225934928310174,46.095166585815775,52.832642073093595,43.15423807091343,Sell,Sell,Hold,Hold,Sell,Buy
SPY,2020-03-06 00:00:00,273.53770610093335,277.5593566894531,278.79105303269347,270.8130755577715,228667200,2020-03-06,285.75664672851565,299.6257568359375,28.70777421474733,330.31990101376005,268.931612658115,289.3170376776628,296.4901485295202,-7.173110851857359,-4.754196658668038,276.4396667480469,315.704345703125,2.8516467502185954,19.01139285598627,7.977977474921943,0.0,9.125704616068788,8.601164817846167,13.452080538529481,51.16617012242658,58.36445462099902,45.068161861427654,Sell,Sell,Buy,Hold,Sell,Buy
SPY,2020-03-09 00:00:00,256.88187714052947,255.88348388671875,265.17713232381266,255.15566855988413,309417300,2020-03-09,281.2600402832031,296.9211669921875,23.20351455798796,332.85999655798656,260.9823374263885,284.1734140175176,293.4822474448682,-9.308833427350635,-5.665124012404558,255.88348388671875,315.704345703125,0.0,5.861821950192687,10.021463763928523,0.0,15.657406997887392,9.153023519695905,12.641020926675928,59.579083969884586,64.9930696035919,48.48127366742842,Sell,Sell,Buy,Buy,Sell,Buy
SPY,2020-03-10 00:00:00,265.59703610438083,269.1241455078125,269.21743252980974,255.20231041397227,276444100,2020-03-10,278.9991455078125,294.76290740966795,30.68112837580935,331.9775891355344,257.5482256838015,281.8581419391014,291.6779435976789,-9.81980165857749,-6.496059541639144,255.88348388671875,314.4074401855469,22.624344727287138,8.491997159168577,14.015122115837471,4.0403002059970845,0.0,10.047465536117633,13.452740693558757,54.27525527686531,60.274210093464475,51.39329340104093,Sell,Sell,Hold,Hold,Sell,Hold
SPY,2020-03-11 00:00:00,261.9206585085402,256.0047912597656,263.0776910864089,252.75762796680647,255316300,2020-03-11,275.5336151123047,291.92162170410154,27.94106391650668,331.9024721939332,251.9407712142699,277.88070337304976,289.0354878689446,-11.15478449589483,-7.427804532490281,255.88348388671875,311.16961669921875,0.21941735997032483,7.614587362419154,10.320063119602423,0.0,2.4446824471658033,10.454028085236738,12.929556663018849,51.41217444855148,59.80973331103373,54.61140623624018,Sell,Sell,Buy,Hold,Sell,Buy
SPY,2020-03-12 00:00:00,238.8731617697932,231.51101684570312,248.81999293872147,231.10977717805895,392220700,2020-03-12,270.9241149902344,287.75487213134767,24.07530820080413,334.4778013979833,241.03194286471202,270.74690544576566,284.7744159412971,-14.02751049553143,-8.747745725098511,231.51101684570312,300.84954833984375,0.0,7.614587362419154,17.71021576066252,0.0,21.64785078874752,11.503763666815336,11.749715345315133,59.52490996948831,67.02973802129615,57.70632103927384,Sell,Sell,Buy,Buy,Sell,Buy
SPY,2020-03-13 00:00:00,245.48880510163852,251.30201721191406,253.31751276631508,231.89357156075928,329566100,2020-03-13,268.4103500366211,284.5944709777832,34.81120580094927,332.2392342430718,236.94970771249461,267.75538417901925,282.2949789983798,-14.539594819360559,-9.906115543950921,231.51101684570312,291.9290771484375,32.75676224467478,10.992059868215035,21.423941205555792,4.497519827593607,0.0,12.212918238674307,13.697880133248697,49.87993224905076,56.9098727371051,60.45346038207702,Sell,Sell,Hold,Hold,Sell,Hold
SPY,2020-03-16 00:00:00,225.04459683234782,223.8035888671875,239.7129003581419,221.48016943217354,297240000,2020-03-16,261.94957427978517,280.0339530944824,31.28535090818319,332.6233894037782,227.44451678518658,260.9935695156605,277.96228343310634,-16.968713917445825,-11.318635218649902,223.8035888671875,291.9290771484375,0.0,10.918920748224927,18.232730925968355,0.0,10.413402128585744,12.654141119383905,13.220264301799755,48.98870229188202,57.49723865966786,60.97977948867627,Sell,Sell,Hold,Buy,Sell,Buy
SPY,2020-03-17 00:00:00,228.6463565247184,235.88720703125,239.03175737009113,221.20957762464354,262070500,2020-03-17,257.52295379638673,276.1182060241699,35.77313821552721,329.6495838691502,222.5868281791896,257.1310522103666,274.8456111070429,-17.714558896676294,-12.597819954255181,223.8035888671875,291.9290771484375,17.737294027422394,16.83135209069906,17.822179745447585,0.0,0.27059180752999623,13.433280190922094,12.453480291699638,45.80004967129503,57.24386041631928,60.497072003341934,Sell,Sell,Hold,Hold,Sell,Buy
SPY,2020-03-18 00:00:00,220.4444396495819,223.9435577392578,231.7535847592711,212.7650458020653,327597100,2020-03-18,250.72440185546876,271.53016662597656,35.980693283030845,326.4861668730637,216.5741663788894,252.025283830196,271.0750886353551,-19.049804805159084,-13.888216924435962,223.8035888671875,291.9290771484375,0.2054574221801736,5.980917149867523,18.988538957205805,0.0,8.444531822578256,13.853174645393764,12.076011051095238,42.4199867353146,55.68110855250094,58.94720829553243,Sell,Sell,Hold,Hold,Sell,Buy
SPY,2020-03-19 00:00:00,223.24375021531128,224.41944885253906,230.82984333676524,216.68407083600388,289322000,2020-03-19,244.94386138916016,267.0307670593262,36.36052229499657,321.9409071199524,212.1206269987,247.77823229517188,267.61911531810944,-19.84088302293756,-15.078750144136283,223.8035888671875,291.9290771484375,0.9040081779803757,6.282253209194315,14.145772500761353,0.0,0.0,14.040460692885867,11.91492884526872,36.172013764896406,50.444223739231795,56.732034420237596,Sell,Sell,Hold,Hold,Sell,Buy
SPY,2020-03-20 00:00:00,227.6350129416364,214.7482452392578,229.4558700854085,214.4666668822993,347158800,2020-03-20,238.66275024414062,262.20969848632814,30.45000996616848,317.7305936210058,206.68880335165045,242.69669582503127,263.7027545715278,-21.006058746496535,-16.264211864608335,214.7482452392578,291.9290771484375,0.0,0.36982186672018313,14.989203203109184,0.0,2.2174039537045758,14.131364048489328,6.522827878469083,37.06014050171318,70.06707839828967,57.876488448147875,Sell,Sell,Hold,Hold,Sell,Buy
